	AreaName	Total area in square miles 1990	Total area in square miles 2000	Land area in square miles 1980	Land area in square miles 1990	Land area in square miles 2000	Land area in square miles 2010	Water area in square miles 1990	Water area in square miles 2000	county	state
1005	Wallace, KS	914.12	914.05	913.59	914.07	913.99	913.65	0.05	0.05	Wallace	 KS
1006	Washington, KS	898.88	898.84	898.48	898.5	898.46	894.76	0.38	0.38	Washington	 KS
1007	Wichita, KS	718.59	718.54	718.54	718.57	718.52	718.57	0.02	0.02	Wichita	 KS
1008	Wilson, KS	575.04	574.97	574.93	573.91	573.81	570.42	1.13	1.17	Wilson	 KS
1009	Woodson, KS	505.5	505.45	498.04	500.65	500.61	497.82	4.85	4.85	Woodson	 KS
1010	Wyandotte, KS	155.7	155.69	149.08	151.4	151.39	151.6	4.3	4.3	Wyandotte	 KS
1011	KENTUCKY	40411.24	40409.02	39669.24	39732.31	39728.18	39486.34	678.93	680.85		
1012	Adair, KY	412.25	412.23	407.34	406.86	406.84	405.28	5.39	5.39	Adair	 KY
1013	Allen, KY	352.06	352.04	337.83	346.14	346.12	344.34	5.92	5.92	Allen	 KY
1014	Anderson, KY	204.3	204.28	204.07	202.69	202.67	201.83	1.61	1.61	Anderson	 KY
1015	Ballard, KY	273.62	273.6	253.93	251.18	251.16	246.66	22.44	22.44	Ballard	 KY
1016	Barren, KY	499.95	499.93	482.03	490.96	490.97	487.54	8.99	8.96	Barren	 KY
1017	Bath, KY	283.96	283.94	277.43	279.44	279.46	278.79	4.52	4.48	Bath	 KY
1018	Bell, KY	361.36	361.35	360.8	360.78	360.77	359.0	0.58	0.58	Bell	 KY
1019	Boone, KY	256.98	256.96	245.75	246.27	246.26	246.36	10.71	10.7	Boone	 KY
1020	Bourbon, KY	291.68	291.66	291.51	291.45	291.43	289.72	0.23	0.23	Bourbon	 KY
1021	Boyd, KY	161.83	161.82	160.41	160.19	160.17	159.86	1.64	1.65	Boyd	 KY
1022	Boyle, KY	182.71	182.99	182.09	181.62	181.9	180.17	1.09	1.09	Boyle	 KY
1023	Bracken, KY	208.91	208.89	202.9	203.24	203.22	205.61	5.67	5.67	Bracken	 KY
1024	Breathitt, KY	495.32	495.29	495.15	495.23	495.19	492.41	0.09	0.09	Breathitt	 KY
1025	Breckinridge, KY	585.55	585.53	564.78	572.43	572.41	567.17	13.12	13.12	Breckinridge	 KY
1026	Bullitt, KY	300.21	300.2	300.47	299.13	299.08	297.02	1.08	1.12	Bullitt	 KY
1027	Butler, KY	431.54	431.52	431.28	428.1	428.08	426.09	3.44	3.44	Butler	 KY
1028	Caldwell, KY	348.2	348.18	347.28	347.0	346.98	344.79	1.2	1.2	Caldwell	 KY
1029	Calloway, KY	410.81	410.79	385.96	386.28	386.25	385.02	24.53	24.53	Calloway	 KY
1030	Campbell, KY	159.44	159.43	151.58	151.56	151.55	151.31	7.88	7.87	Campbell	 KY
1031	Carlisle, KY	199.03	199.02	190.8	192.5	192.49	189.43	6.53	6.54	Carlisle	 KY
1032	Carroll, KY	137.28	137.27	129.67	130.1	130.09	128.57	7.18	7.18	Carroll	 KY
1033	Carter, KY	412.17	412.15	406.89	410.62	410.6	409.5	1.55	1.55	Carter	 KY
1034	Casey, KY	445.75	445.73	445.28	445.63	445.61	444.23	0.12	0.12	Casey	 KY
1035	Christian, KY	724.05	724.01	722.19	721.36	721.32	717.5	2.69	2.69	Christian	 KY
1036	Clark, KY	255.18	255.16	255.17	254.33	254.31	252.46	0.85	0.85	Clark	 KY
1037	Clay, KY	471.09	471.08	470.89	471.02	471.01	469.25	0.07	0.07	Clay	 KY
1038	Clinton, KY	205.55	205.54	196.2	197.46	197.46	197.25	8.09	8.09	Clinton	 KY
1039	Crittenden, KY	370.97	370.95	359.7	362.16	362.14	359.95	8.81	8.81	Crittenden	 KY
1040	Cumberland, KY	310.87	310.85	304.41	305.84	305.82	305.18	5.03	5.02	Cumberland	 KY
1041	Daviess, KY	476.3	476.27	462.5	462.43	462.39	458.35	13.87	13.88	Daviess	 KY
1042	Edmonson, KY	308.03	308.01	301.78	302.64	302.62	302.88	5.39	5.39	Edmonson	 KY
1043	Elliott, KY	235.22	235.2	234.21	233.99	233.96	234.32	1.23	1.24	Elliott	 KY
1044	Estill, KY	255.72	255.7	255.65	254.02	253.93	253.08	1.7	1.76	Estill	 KY
1045	Fayette, KY	285.53	285.52	284.75	284.52	284.52	283.65	1.01	1.0	Fayette	 KY
1046	Fleming, KY	351.49	351.47	350.77	351.07	350.84	348.54	0.42	0.62	Fleming	 KY
1047	Floyd, KY	395.49	395.46	392.96	394.33	394.29	393.35	1.16	1.16	Floyd	 KY
1048	Franklin, KY	212.13	212.11	212.08	210.48	210.46	207.75	1.65	1.65	Franklin	 KY
1049	Fulton, KY	230.56	230.55	211.35	208.96	208.95	205.5	21.6	21.6	Fulton	 KY
1050	Gallatin, KY	104.68	104.67	99.26	98.84	98.81	101.23	5.84	5.87	Gallatin	 KY
1051	Garrard, KY	233.89	233.88	232.35	231.22	231.21	230.08	2.67	2.67	Garrard	 KY
1052	Grant, KY	260.75	260.79	259.33	259.89	259.93	257.97	0.86	0.86	Grant	 KY
1053	Graves, KY	556.5	556.46	556.6	555.66	555.59	551.74	0.84	0.87	Graves	 KY
1054	Grayson, KY	510.86	510.85	493.14	503.69	503.68	496.7	7.17	7.17	Grayson	 KY
1055	Green, KY	288.8	288.78	288.69	288.75	288.66	286.03	0.05	0.12	Green	 KY
1056	Greenup, KY	354.53	354.51	347.0	346.22	346.11	344.4	8.31	8.41	Greenup	 KY
1057	Hancock, KY	198.93	198.92	188.97	188.81	188.8	187.65	10.12	10.12	Hancock	 KY
1058	Hardin, KY	629.89	629.86	629.23	628.02	627.98	623.28	1.87	1.88	Hardin	 KY
1059	Harlan, KY	467.98	467.97	468.14	467.2	467.2	465.83	0.78	0.78	Harlan	 KY
1060	Harrison, KY	309.89	309.88	309.77	309.71	309.68	306.36	0.18	0.2	Harrison	 KY
1061	Hart, KY	417.93	417.91	412.45	415.95	415.93	412.09	1.98	1.98	Hart	 KY
1062	Henderson, KY	467.26	467.24	437.98	440.15	440.12	436.67	27.11	27.11	Henderson	 KY
1063	Henry, KY	291.13	291.11	290.83	289.34	289.32	286.28	1.79	1.79	Henry	 KY
1064	Hickman, KY	252.95	252.94	245.11	244.47	244.44	242.27	8.48	8.49	Hickman	 KY
1065	Hopkins, KY	554.25	554.23	552.24	550.57	550.56	542.0	3.68	3.67	Hopkins	 KY
1066	Jackson, KY	346.59	346.57	346.19	346.35	346.33	345.2	0.24	0.24	Jackson	 KY
1067	Jefferson, KY	398.6	398.58	385.8	385.11	385.09	380.42	13.49	13.49	Jefferson	 KY
1068	Jessamine, KY	174.47	174.45	174.31	173.17	173.13	172.12	1.3	1.32	Jessamine	 KY
1069	Johnson, KY	263.96	263.94	263.93	261.56	261.54	261.95	2.4	2.4	Johnson	 KY
1070	Kenton, KY	164.97	164.38	163.14	162.57	161.97	160.25	2.4	2.42	Kenton	 KY
1071	Knott, KY	353.03	353.01	352.0	352.21	352.19	351.52	0.82	0.82	Knott	 KY
1072	Knox, KY	387.72	387.71	387.63	387.68	387.66	386.3	0.04	0.04	Knox	 KY
1073	Larue, KY	263.74	263.72	263.47	263.45	263.2	261.52	0.29	0.53	Larue	 KY
1074	Laurel, KY	443.77	443.74	434.14	435.7	435.67	433.95	8.07	8.07	Laurel	 KY
1075	Lawrence, KY	420.16	420.12	420.01	418.86	418.78	415.6	1.3	1.35	Lawrence	 KY
1076	Lee, KY	211.23	211.22	211.22	209.87	209.86	208.86	1.36	1.36	Lee	 KY
1077	Leslie, KY	404.37	404.36	401.63	404.04	404.03	400.84	0.33	0.33	Leslie	 KY
1078	Letcher, KY	339.13	339.12	339.05	339.06	339.04	337.91	0.07	0.07	Letcher	 KY
1079	Lewis, KY	495.73	495.7	483.78	484.51	484.49	482.84	11.22	11.21	Lewis	 KY
1080	Lincoln, KY	336.77	336.47	336.69	336.56	336.26	334.1	0.21	0.21	Lincoln	 KY
1081	Livingston, KY	342.22	342.2	311.52	316.11	316.08	313.13	26.11	26.12	Livingston	 KY
1082	Logan, KY	557.13	557.1	555.98	555.72	555.68	552.13	1.41	1.41	Logan	 KY
1083	Lyon, KY	256.47	256.42	209.16	215.75	215.7	213.84	40.72	40.71	Lyon	 KY
1084	McCracken, KY	268.1	268.08	250.71	251.14	251.02	248.74	16.96	17.05	McCracken	 KY
1085	McCreary, KY	430.67	430.64	426.61	427.73	427.7	426.8	2.94	2.94	McCreary	 KY
1086	McLean, KY	256.19	256.17	256.32	254.31	254.3	252.47	1.88	1.88	McLean	 KY
1087	Madison, KY	443.14	443.11	442.72	440.72	440.68	437.29	2.42	2.42	Madison	 KY
1088	Magoffin, KY	309.46	309.44	309.52	309.45	309.44	308.44	0.01	0.01	Magoffin	 KY
1089	Marion, KY	346.89	346.86	346.8	346.68	346.39	343.01	0.21	0.47	Marion	 KY
1090	Marshall, KY	340.33	340.32	303.97	304.92	304.89	301.25	35.41	35.43	Marshall	 KY
1091	Martin, KY	230.83	230.81	230.47	230.72	230.7	229.61	0.11	0.11	Martin	 KY
1092	Mason, KY	246.62	246.6	240.98	241.13	241.11	240.13	5.49	5.49	Mason	 KY
1093	Meade, KY	324.24	324.22	306.45	308.53	308.51	305.42	15.71	15.71	Meade	 KY
1094	Menifee, KY	206.04	206.03	203.27	203.91	203.9	203.59	2.13	2.13	Menifee	 KY
1095	Mercer, KY	253.13	253.11	249.82	250.93	250.92	248.8	2.2	2.2	Mercer	 KY
1096	Metcalfe, KY	290.98	290.96	291.11	290.91	290.9	289.65	0.07	0.07	Metcalfe	 KY
1097	Monroe, KY	332.13	332.11	331.38	330.83	330.81	329.37	1.3	1.3	Monroe	 KY
1098	Montgomery, KY	198.82	198.8	198.7	198.61	198.59	197.37	0.21	0.21	Montgomery	 KY
1099	Morgan, KY	383.76	383.73	382.1	381.32	381.26	381.13	2.44	2.47	Morgan	 KY
1100	Muhlenberg, KY	479.47	479.43	477.96	474.74	474.72	467.08	4.73	4.71	Muhlenberg	 KY
1101	Nelson, KY	424.1	424.07	423.55	422.68	422.63	417.51	1.42	1.45	Nelson	 KY
1102	Nicholas, KY	196.86	196.85	196.62	196.62	196.61	195.17	0.24	0.24	Nicholas	 KY
1103	Ohio, KY	596.75	596.73	595.91	593.81	593.79	587.27	2.94	2.94	Ohio	 KY
1104	Oldham, KY	196.56	196.54	190.1	189.2	189.19	187.22	7.36	7.36	Oldham	 KY
1105	Owen, KY	354.18	354.16	353.55	352.17	352.14	351.1	2.01	2.02	Owen	 KY
1106	Owsley, KY	198.1	198.09	198.35	198.1	198.09	197.41	0.0	0.0	Owsley	 KY
1107	Pendleton, KY	281.37	281.87	280.58	280.04	280.54	277.16	1.33	1.33	Pendleton	 KY
1108	Perry, KY	342.64	342.64	340.56	342.15	342.15	339.67	0.49	0.49	Perry	 KY
1109	Pike, KY	788.89	788.84	784.66	787.73	787.69	786.83	1.16	1.15	Pike	 KY
1110	Powell, KY	180.21	180.2	180.11	180.14	180.14	178.98	0.07	0.07	Powell	 KY
1111	Pulaski, KY	677.09	677.05	660.23	661.64	661.6	658.41	15.45	15.45	Pulaski	 KY
1112	Robertson, KY	100.11	100.11	100.36	100.07	100.07	99.91	0.04	0.04	Robertson	 KY
1113	Rockcastle, KY	318.08	318.06	317.68	317.54	317.53	316.55	0.54	0.54	Rockcastle	 KY
1114	Rowan, KY	286.27	286.25	282.12	280.84	280.82	279.8	5.43	5.43	Rowan	 KY
1115	Russell, KY	282.84	282.82	249.81	253.55	253.53	253.66	29.29	29.29	Russell	 KY
1116	Scott, KY	285.31	285.3	285.51	285.19	284.72	281.77	0.12	0.57	Scott	 KY
1117	Shelby, KY	385.67	385.65	384.88	384.2	384.19	379.64	1.47	1.46	Shelby	 KY
1118	Simpson, KY	236.21	236.19	236.33	236.21	236.19	234.2	0.0	0.0	Simpson	 KY
1119	Spencer, KY	191.81	191.8	191.68	185.92	185.9	186.68	5.89	5.89	Spencer	 KY
1120	Taylor, KY	277.06	277.05	270.29	269.84	269.83	266.33	7.22	7.22	Taylor	 KY
1121	Todd, KY	377.0	376.97	377.0	376.38	376.35	374.5	0.62	0.62	Todd	 KY
1122	Trigg, KY	481.12	481.13	421.34	443.36	443.12	441.43	37.76	38.01	Trigg	 KY
1123	Trimble, KY	156.24	156.23	148.43	148.86	148.85	151.65	7.38	7.38	Trimble	 KY
1124	Union, KY	363.44	363.43	341.16	345.11	345.1	342.85	18.33	18.33	Union	 KY
1125	Warren, KY	547.72	547.69	547.53	545.24	545.21	541.6	2.48	2.48	Warren	 KY
1126	Washington, KY	301.54	301.52	300.91	300.61	300.59	297.27	0.93	0.93	Washington	 KY
1127	Wayne, KY	484.22	484.2	446.09	459.42	459.4	458.17	24.8	24.8	Wayne	 KY
1128	Webster, KY	335.7	335.68	336.19	334.72	334.75	331.94	0.98	0.93	Webster	 KY
1129	Whitley, KY	445.17	445.15	443.33	440.18	440.15	437.83	4.99	4.99	Whitley	 KY
1130	Wolfe, KY	222.88	222.86	222.9	222.8	222.78	222.17	0.08	0.08	Wolfe	 KY
1131	Woodford, KY	192.0	191.98	192.01	190.7	190.68	188.78	1.3	1.3	Woodford	 KY
1132	LOUISIANA	51843.47	51839.7	44521.4	43566.03	43561.85	43203.9	8277.44	8277.85		
1133	Acadia, LA	657.65	657.62	656.75	655.32	655.28	655.12	2.33	2.33	Acadia	 LA
1134	Allen, LA	765.72	765.67	765.47	764.57	764.5	761.85	1.15	1.17	Allen	 LA
1135	Ascension, LA	302.91	302.88	295.99	291.56	291.53	289.98	11.35	11.35	Ascension	 LA
1136	Assumption, LA	364.59	364.55	342.25	338.72	338.68	338.66	25.87	25.87	Assumption	 LA
1137	Avoyelles, LA	865.74	865.67	846.41	832.5	832.44	832.43	33.24	33.24	Avoyelles	 LA
1138	Beauregard, LA	1166.06	1165.99	1162.74	1160.17	1160.09	1157.34	5.89	5.9	Beauregard	 LA
1139	Bienville, LA	821.83	821.77	815.56	810.71	810.64	811.27	11.12	11.13	Bienville	 LA
1140	Bossier, LA	867.01	866.93	844.86	838.46	839.25	840.06	28.55	27.68	Bossier	 LA
1141	Caddo, LA	937.01	936.9	894.05	882.12	881.99	878.54	54.89	54.91	Caddo	 LA
1142	Calcasieu, LA	1094.42	1094.34	1081.62	1071.2	1071.12	1063.66	23.22	23.22	Calcasieu	 LA
1143	Caldwell, LA	540.77	540.72	540.53	529.46	529.42	529.43	11.31	11.3	Caldwell	 LA
1144	Cameron, LA	1931.76	1931.6	1417.03	1313.03	1312.96	1284.89	618.73	618.63	Cameron	 LA
1145	Catahoula, LA	739.5	739.43	732.06	703.71	703.65	708.03	35.79	35.78	Catahoula	 LA
1146	Claiborne, LA	767.52	767.55	764.73	754.61	754.65	754.88	12.91	12.9	Claiborne	 LA
1147	Concordia, LA	748.74	748.68	717.1	696.38	695.91	696.92	52.36	52.77	Concordia	 LA
1148	De Soto, LA	894.55	894.49	880.43	877.26	877.2	875.58	17.29	17.29	De Soto	 LA
1149	East Baton Rouge, LA	470.59	470.54	458.47	455.67	455.43	455.37	14.92	15.11	East Baton Rouge	 LA
1150	East Carroll, LA	442.49	442.45	425.66	421.48	421.44	420.7	21.01	21.01	East Carroll	 LA
1151	East Feliciana, LA	455.72	455.69	455.35	453.43	453.4	453.41	2.29	2.29	East Feliciana	 LA
1152	Evangeline, LA	679.64	679.61	667.34	664.31	664.27	662.38	15.33	15.34	Evangeline	 LA
1153	Franklin, LA	635.48	635.43	635.37	623.42	623.61	624.59	12.06	11.82	Franklin	 LA
1154	Grant, LA	664.6	664.56	652.66	645.12	645.11	643.03	19.48	19.45	Grant	 LA
1155	Iberia, LA	1030.94	1030.86	589.0	575.18	575.13	574.11	455.76	455.73	Iberia	 LA
1156	Iberville, LA	652.88	652.84	637.54	618.67	618.64	618.63	34.21	34.2	Iberville	 LA
1157	Jackson, LA	580.38	580.34	578.54	569.96	569.75	569.18	10.42	10.59	Jackson	 LA
1158	Jefferson, LA	642.42	642.41	347.55	305.92	306.52	295.63	336.5	335.89	Jefferson	 LA
1159	Jefferson Davis, LA	658.62	658.58	655.27	652.36	652.31	651.33	6.26	6.26	Jefferson Davis	 LA
1160	Lafayette, LA	270.32	270.29	269.69	269.86	269.83	268.72	0.46	0.46	Lafayette	 LA
1161	Lafourche, LA	1472.3	1472.19	1140.7	1084.82	1084.68	1068.21	387.48	387.51	Lafourche	 LA
1162	La Salle, LA	662.42	662.36	637.89	623.89	623.83	624.68	38.53	38.54	La Salle	 LA
1163	Lincoln, LA	472.3	472.27	472.21	471.41	471.38	471.74	0.89	0.89	Lincoln	 LA
1164	Livingston, LA	702.89	702.84	660.71	648.07	648.02	648.17	54.82	54.82	Livingston	 LA
1165	Madison, LA	650.59	650.53	630.73	624.14	624.09	624.44	26.45	26.45	Madison	 LA
1166	Morehouse, LA	805.26	805.2	806.72	794.31	794.25	794.93	10.95	10.95	Morehouse	 LA
1167	Natchitoches, LA	1299.38	1299.3	1263.6	1256.42	1255.45	1252.25	42.96	43.85	Natchitoches	 LA
1168	Orleans, LA	350.23	350.21	199.4	180.65	180.56	169.42	169.58	169.66	Orleans	 LA
1169	Ouachita, LA	632.76	632.7	626.81	610.99	610.53	610.41	21.77	22.17	Ouachita	 LA
1170	Plaquemines, LA	2428.73	2428.54	1034.65	844.64	844.56	779.91	1584.09	1583.98	Plaquemines	 LA
1171	Pointe Coupee, LA	590.74	590.68	565.83	557.4	557.34	557.35	33.34	33.34	Pointe Coupee	 LA
1172	Rapides, LA	1362.04	1361.96	1341.27	1322.66	1322.54	1317.96	39.38	39.42	Rapides	 LA
1173	Red River, LA	402.1	402.08	393.94	388.6	389.29	389.09	13.5	12.79	Red River	 LA
1174	Richland, LA	564.55	564.51	563.02	558.5	558.45	559.04	6.05	6.05	Richland	 LA
1175	Sabine, LA	1011.59	1011.51	855.09	865.34	865.27	866.66	146.25	146.25	Sabine	 LA
1176	St. Bernard, LA	1793.84	1793.75	486.41	465.17	465.04	377.52	1328.67	1328.71	St. Bernard	 LA
1177	St. Charles, LA	410.18	410.16	286.31	283.65	283.64	279.08	126.53	126.52	St. Charles	 LA
1178	St. Helena, LA	409.49	409.46	409.43	408.4	408.36	408.4	1.09	1.09	St. Helena	 LA
1179	St. James, LA	257.81	257.79	248.14	246.15	246.13	241.54	11.66	11.66	St. James	 LA
1180	St. John the Baptist, LA	347.86	347.84	212.91	218.91	218.9	213.07	128.95	128.94	St. John the Baptist	 LA
1181	St. Landry, LA	938.88	938.83	936.04	928.7	928.65	923.88	10.18	10.18	St. Landry	 LA
1182	St. Martin, LA	816.51	816.46	749.14	739.9	739.85	737.65	76.61	76.6	St. Martin	 LA
1183	St. Mary, LA	1118.93	1118.83	612.63	612.94	612.79	555.38	505.99	506.04	St. Mary	 LA
1184	St. Tammany, LA	1124.13	1124.08	873.43	854.44	854.15	845.55	269.69	269.93	St. Tammany	 LA
1185	Tangipahoa, LA	823.19	823.12	783.43	790.31	790.24	791.28	32.88	32.88	Tangipahoa	 LA
1186	Tensas, LA	641.25	641.2	622.71	602.53	602.48	602.78	38.72	38.72	Tensas	 LA
1187	Terrebonne, LA	2080.08	2079.9	1367.33	1255.06	1254.93	1231.82	825.02	824.97	Terrebonne	 LA
1188	Union, LA	905.36	905.28	883.94	877.68	877.6	876.99	27.68	27.68	Union	 LA
1189	Vermilion, LA	1538.42	1538.31	1205.2	1173.87	1173.78	1173.2	364.55	364.53	Vermilion	 LA
1190	Vernon, LA	1341.61	1341.51	1331.57	1328.51	1328.41	1327.91	13.1	13.1	Vernon	 LA
1191	Washington, LA	676.01	675.97	675.71	669.61	669.57	669.53	6.4	6.4	Washington	 LA
1192	Webster, LA	615.13	615.07	602.33	595.93	595.22	593.03	19.2	19.85	Webster	 LA
1193	West Baton Rouge, LA	203.64	203.62	193.63	191.22	191.2	192.39	12.42	12.42	West Baton Rouge	 LA
1194	West Carroll, LA	360.35	360.32	359.89	359.43	359.4	359.65	0.92	0.92	West Carroll	 LA
1195	West Feliciana, LA	426.05	426.01	405.7	406.04	406.0	403.21	20.01	20.01	West Feliciana	 LA
1196	Winn, LA	956.98	956.91	952.93	950.55	950.49	950.09	6.43	6.43	Winn	 LA
1197	MAINE	35387.33	35384.65	30995.02	30864.55	30861.55	30842.92	4522.78	4523.1		
1198	Androscoggin, ME	497.25	497.23	476.74	470.29	470.27	467.93	26.96	26.95	Androscoggin	 ME
1199	Aroostook, ME	6829.18	6828.79	6721.31	6671.94	6671.54	6671.33	157.24	157.25	Aroostook	 ME
1200	Cumberland, ME	1217.01	1216.89	876.38	835.59	835.51	835.24	381.42	381.38	Cumberland	 ME
1201	Franklin, ME	1744.46	1744.31	1699.16	1698.01	1697.81	1696.61	46.45	46.5	Franklin	 ME
1202	Hancock, ME	2351.18	2351.03	1537.21	1589.1	1587.7	1586.89	762.08	763.33	Hancock	 ME
1203	Kennebec, ME	951.24	951.18	876.37	867.47	867.58	867.52	83.77	83.6	Kennebec	 ME
1204	Knox, ME	1142.07	1142.1	369.76	365.6	365.67	365.13	776.47	776.43	Knox	 ME
1205	Lincoln, ME	699.97	699.81	458.21	455.6	455.99	455.82	244.37	243.82	Lincoln	 ME
1206	Oxford, ME	2175.44	2175.26	2053.11	2078.19	2078.0	2076.84	97.25	97.26	Oxford	 ME
1207	Penobscot, ME	3556.42	3556.14	3429.73	3396.02	3395.73	3397.36	160.4	160.41	Penobscot	 ME
1208	Piscataquis, ME	4377.71	4377.36	3986.22	3966.53	3966.22	3960.86	411.18	411.14	Piscataquis	 ME
1209	Sagadahoc, ME	370.29	370.19	257.09	254.01	253.9	253.7	116.28	116.29	Sagadahoc	 ME
1210	Somerset, ME	4095.73	4095.37	3930.49	3926.84	3926.5	3924.4	168.89	168.87	Somerset	 ME
1211	Waldo, ME	852.81	852.74	729.88	729.81	729.73	729.92	123.0	123.01	Waldo	 ME
1212	Washington, ME	3255.14	3254.91	2585.84	2568.57	2568.48	2562.66	686.57	686.44	Washington	 ME
1213	York, ME	1271.44	1271.34	1007.52	990.99	990.92	990.71	280.45	280.43	York	 ME
1214	MARYLAND	12407.45	12406.68	9836.76	9774.65	9773.82	9707.24	2632.8	2632.86		
1215	Allegany, MD	429.74	429.82	420.76	425.34	425.42	424.16	4.4	4.4	Allegany	 MD
1216	Anne Arundel, MD	587.91	587.9	418.37	415.96	415.94	414.9	171.95	171.96	Anne Arundel	 MD
1217	Baltimore, MD	682.08	682.03	597.6	598.59	598.59	598.3	83.49	83.44	Baltimore	 MD
1218	Calvert, MD	345.11	345.09	213.23	215.19	215.17	213.15	129.92	129.91	Calvert	 MD
1219	Caroline, MD	326.07	326.06	320.79	320.15	320.14	319.42	5.92	5.92	Caroline	 MD
1220	Carroll, MD	452.43	452.4	451.98	449.16	449.13	447.6	3.27	3.27	Carroll	 MD
1221	Cecil, MD	417.89	417.88	359.55	348.16	348.13	346.27	69.73	69.75	Cecil	 MD
1222	Charles, MD	643.27	643.22	451.58	461.09	461.0	457.75	182.18	182.22	Charles	 MD
1223	Dorchester, MD	982.97	982.92	593.22	557.58	557.54	540.77	425.39	425.38	Dorchester	 MD
1224	Frederick, MD	667.4	667.34	662.72	662.95	662.88	660.22	4.45	4.46	Frederick	 MD
1225	Garrett, MD	656.08	655.9	656.83	648.15	647.96	647.1	7.93	7.94	Garrett	 MD
1226	Harford, MD	526.74	526.72	447.64	440.37	440.35	437.09	86.37	86.37	Harford	 MD
1227	Howard, MD	253.56	253.55	251.0	252.18	252.04	250.74	1.38	1.51	Howard	 MD
1228	Kent, MD	414.32	414.31	278.34	279.44	279.43	277.03	134.88	134.87	Kent	 MD
1229	Montgomery, MD	506.22	507.14	495.44	494.57	495.52	491.25	11.65	11.63	Montgomery	 MD
1230	Prince George's, MD	499.42	498.45	487.01	486.4	485.43	482.69	13.02	13.01	Prince George's	 MD
1231	Queen Anne's, MD	509.82	509.79	371.86	372.23	372.21	371.91	137.59	137.58	Queen Anne's	 MD
1232	St. Mary's, MD	764.54	764.5	372.54	361.29	361.25	357.18	403.25	403.25	St. Mary's	 MD
1233	Somerset, MD	610.81	610.78	338.41	327.22	327.21	319.72	283.59	283.56	Somerset	 MD
1234	Talbot, MD	476.81	476.77	258.62	269.18	269.14	268.54	207.63	207.64	Talbot	 MD
1235	Washington, MD	467.57	467.55	454.97	458.16	458.14	457.78	9.41	9.41	Washington	 MD
1236	Wicomico, MD	399.81	399.79	379.1	377.21	377.17	374.44	22.6	22.62	Wicomico	 MD
1237	Worcester, MD	694.78	694.73	474.86	473.25	473.24	468.28	221.53	221.49	Worcester	 MD
1238	Baltimore city, MD	92.08	92.08	80.34	80.81	80.8	80.94	11.27	11.27	Baltimore city	 MD
1239	MASSACHUSETTS	10554.79	10554.57	7824.34	7837.98	7840.02	7800.06	2716.81	2714.55		
1240	Barnstable, MA	1305.52	1305.62	400.33	395.76	395.51	393.72	909.76	910.1	Barnstable	 MA
1241	Berkshire, MA	946.34	946.27	928.97	931.39	931.32	926.83	14.95	14.95	Berkshire	 MA
1242	Bristol, MA	691.26	691.19	556.64	556.04	556.0	553.1	135.22	135.19	Bristol	 MA
1243	Dukes, MA	491.0	490.95	101.64	103.82	103.78	103.25	387.18	387.18	Dukes	 MA
1244	Essex, MA	828.69	828.53	494.88	498.06	500.67	492.56	330.63	327.86	Essex	 MA
1245	Franklin, MA	724.81	724.74	701.76	702.15	702.03	699.32	22.66	22.71	Franklin	 MA
1246	Hampden, MA	634.17	634.12	618.1	618.52	618.4	617.14	15.65	15.71	Hampden	 MA
1247	Hampshire, MA	545.47	545.44	528.14	529.03	529.03	527.26	16.44	16.41	Hampshire	 MA
1248	Middlesex, MA	847.63	847.54	821.55	823.55	823.46	817.82	24.08	24.08	Middlesex	 MA
1249	Nantucket, MA	303.28	303.64	47.37	47.79	47.81	44.97	255.49	255.83	Nantucket	 MA
1250	Norfolk, MA	443.97	443.94	399.73	399.61	399.58	396.11	44.36	44.35	Norfolk	 MA
1251	Plymouth, MA	1093.48	1093.39	655.15	660.59	660.85	659.08	432.89	432.54	Plymouth	 MA
1252	Suffolk, MA	120.07	120.19	56.67	58.52	58.52	58.15	61.55	61.68	Suffolk	 MA
1253	Worcester, MA	1579.11	1579.02	1513.41	1513.16	1513.06	1510.77	65.95	65.95	Worcester	 MA
1254	MICHIGAN	96810.22	96716.11	56953.96	56809.18	56803.82	56538.9	40001.04	39912.28		
1255	Alcona, MI	1790.56	1790.54	679.01	674.47	674.43	674.59	1116.09	1116.1	Alcona	 MI
1256	Alger, MI	5044.37	5049.08	911.66	917.95	917.83	915.07	4126.42	4131.25	Alger	 MI
1257	Allegan, MI	1833.51	1833.3	832.05	827.54	827.46	825.23	1005.97	1005.83	Allegan	 MI
1258	Alpena, MI	1695.05	1695.0	567.49	574.17	574.15	571.86	1120.88	1120.85	Alpena	 MI
1259	Antrim, MI	601.94	601.9	480.17	476.95	476.94	475.7	124.99	124.97	Antrim	 MI
1260	Arenac, MI	680.75	680.81	367.4	366.87	366.84	363.19	313.88	313.97	Arenac	 MI
1261	Baraga, MI	1069.12	1068.85	900.8	904.16	904.0	898.26	164.96	164.85	Baraga	 MI
1262	Barry, MI	576.93	576.9	560.09	556.16	556.14	553.09	20.77	20.77	Barry	 MI
1263	Bay, MI	630.98	630.91	447.3	444.27	444.25	442.3	186.71	186.66	Bay	 MI
1264	Benzie, MI	859.72	859.64	322.23	321.34	321.31	319.7	538.38	538.32	Benzie	 MI
1265	Berrien, MI	1581.47	1581.38	576.1	571.03	571.0	567.75	1010.44	1010.39	Berrien	 MI
1266	Branch, MI	519.52	519.49	508.03	507.42	507.41	506.37	12.1	12.08	Branch	 MI
